author_comment,submission_id,responder_id,success,group,stratum,stratum_group,treatment,position,reputation,word_count,pct_empirical_claims_Q4,pct_empirical_words_Q4,emp_claim_logit_Q4,super_cluster,comment_karma,link_karma,tenure_i,gold,num_cmv_post,num_cmv_comments,average_comment_length,deltas_received,cmv_tenure,poster_length_Q,reputation_poster_Q,poster_tenure_Q,pct_empirical_claims,position_z,reputation_10,poster_length,poster_tenure,reputation_poster,pct_empirical_words,emp_claim_logit,pct_empirical_claims_Q2,pct_empirical_words_Q2
challenger_000950,post_000965,dyad_005317,0,0,5,3,0.0,0.0677966101694915,45.0,195,1,1,1,topic_002,67277.0,80.0,10.488710434651283,0.0,0,138,164.7246376811594,45,54,2,3,1,0.2,-0.9524162303991264,4.5,195,0.0,0,0.1682692307692307,-1.272965675812887,1,1
challenger_000950,post_001368,dyad_005318,1,0,5,3,0.0,0.2692307692307692,45.0,375,3,2,3,topic_007,67277.0,80.0,10.488710434651283,0.0,0,138,164.7246376811594,45,54,3,3,1,0.6111111111111112,-0.2598392254836396,4.5,375,0.0,0,0.5087209302325582,0.4274440148269395,2,1
challenger_000950,post_000133,dyad_005319,0,0,5,3,0.0,0.4385245901639344,45.0,211,2,2,2,topic_001,67277.0,80.0,10.488710434651283,0.0,0,138,164.7246376811594,45,54,2,1,3,0.3846153846153846,0.3222318988926499,4.5,211,40.0,0,0.3603603603603603,-0.4353180712578456,1,1
challenger_000950,post_000023,dyad_005320,0,0,5,3,0.0,0.4545454545454545,45.0,301,4,4,4,topic_002,67277.0,80.0,10.488710434651283,0.0,0,138,164.7246376811594,45,54,3,1,1,1.0,0.3773153183147499,4.5,301,0.0,0,1.0,3.218875824868201,2,2
challenger_000950,post_001047,dyad_005321,0,0,5,3,0.0,0.2170542635658914,45.0,110,4,4,4,topic_003,67277.0,80.0,10.488710434651283,0.0,0,138,164.7246376811594,45,54,1,3,1,1.0,-0.4392340619341152,4.5,110,0.0,0,1.0,2.3978952727983702,2,2
challenger_000950,post_000564,dyad_005322,0,0,5,3,0.0,0.21875,45.0,201,2,2,2,topic_001,67277.0,80.0,10.488710434651283,0.0,0,138,164.7246376811594,45,54,2,2,1,0.3636363636363636,-0.4334037297494745,4.5,201,0.0,0,0.3836477987421384,-0.5108256237659907,1,1
challenger_000950,post_001043,dyad_005323,0,0,5,3,0.0,0.123076923076923,45.0,137,2,2,2,topic_002,67277.0,80.0,10.488710434651283,0.0,0,138,164.7246376811594,45,54,1,3,1,0.5,-0.7623497902152,4.5,137,0.0,0,0.5343511450381679,0.0,1,1
challenger_000950,post_000880,dyad_005324,0,0,5,3,0.0,0.7586206896551724,45.0,145,2,2,2,topic_006,67277.0,80.0,10.488710434651283,0.0,0,138,164.7246376811594,45,54,1,2,1,0.5,1.4227959685812035,4.5,145,0.0,0,0.4910714285714285,0.0,1,1
challenger_000950,post_001107,dyad_005325,0,0,5,3,0.0,0.1048387096774193,45.0,268,1,1,1,topic_004,67277.0,80.0,10.488710434651283,0.0,0,138,164.7246376811594,45,54,3,3,1,0.1818181818181818,-0.8250569659499531,4.5,268,0.0,0,0.204225352112676,-1.33500106673234,1,1
challenger_000950,post_000473,dyad_005326,0,0,5,3,0.0,0.1666666666666666,45.0,207,2,1,2,topic_002,67277.0,80.0,10.488710434651283,0.0,0,138,164.7246376811594,45,54,2,2,3,0.3043478260869565,-0.6124782182777171,4.5,207,46.0,0,0.2590673575129533,-0.7884573603642702,1,1
challenger_000950,post_000995,dyad_005327,0,0,5,3,0.0,0.0410958904109589,45.0,278,4,4,4,topic_002,67277.0,80.0,10.488710434651283,0.0,0,138,164.7246376811594,45,54,3,3,1,0.8888888888888888,-1.0442194508937537,4.5,279,10.0,0,0.9161290322580644,1.7346010553881064,2,2
challenger_000950,post_000325,dyad_005328,0,0,5,3,0.0,0.7560975609756098,45.0,174,4,4,4,topic_003,67277.0,80.0,10.488710434651283,0.0,0,138,164.7246376811594,45,54,2,1,2,1.0,1.414120871407758,4.5,174,33.0,0,1.0,2.833213344056216,2,2
challenger_000950,post_000357,dyad_005329,0,0,5,3,0.0,0.0167064439140811,45.0,146,1,1,1,topic_002,67277.0,80.0,10.488710434651283,0.0,0,138,164.7246376811594,45,54,1,1,1,0.2857142857142857,-1.1280759819065276,4.5,146,0.0,0,0.2810457516339869,-0.8472978603872036,1,1
challenger_000950,post_000540,dyad_005330,0,0,5,3,0.0,0.4292452830188679,45.0,155,2,3,2,topic_002,67277.0,80.0,10.488710434651283,0.0,0,138,164.7246376811594,45,54,1,2,1,0.5,0.2903275050193842,4.5,155,0.0,0,0.6024096385542169,0.0,1,2
challenger_000951,post_000039,dyad_005331,0,1,1,1,1.0,0.8639308855291576,1.0,749,2,2,2,topic_004,18071.0,104.0,10.476123894483464,0.0,0,8,66.875,1,28,4,1,1,0.3333333333333333,1.7848766622697076,0.1,749,0.0,0,0.4308943089430894,-0.6190392084062235,1,1
challenger_000951,post_000606,dyad_005332,0,1,1,1,1.0,0.8377659574468085,1.0,465,3,3,4,topic_003,18071.0,104.0,10.476123894483464,0.0,0,8,66.875,1,28,4,4,1,0.7333333333333333,1.6949156168861894,0.1,465,7.0,1,0.6555323590814196,0.9382696385929302,2,2
challenger_000952,post_000253,dyad_005333,0,0,1,1,1.0,0.7777777777777778,3.0,212,4,4,4,topic_004,4092.0,519.0,10.471424139115504,0.0,0,26,184.73076923076923,3,26,2,4,3,0.9090909090909092,1.4886624471203274,0.3,212,42.0,3,0.95906432748538,1.9459101490553128,2,2
challenger_000953,post_000582,dyad_005334,0,1,3,2,0.0,0.2833333333333333,23.0,187,2,3,2,topic_005,725094.0,18197.0,10.46671931365349,1.0,0,12,40.16666666666666,23,48,2,4,4,0.5,-0.2113513639744539,2.3,187,48.0,8,0.5538461538461539,0.0,1,2
challenger_000954,post_001544,dyad_005335,0,1,1,1,0.0,0.7096774193548387,3.0,415,3,3,3,topic_003,8835.0,605.0,10.465521630686473,0.0,0,0,0.0,0,0,4,1,4,0.6363636363636364,1.2545177395393137,0.3,415,2865.0,0,0.7142857142857143,0.5108256237659907,2,2
challenger_000955,post_000468,dyad_005336,0,1,1,1,1.0,0.4292237442922374,2.0,131,1,2,2,topic_006,107049.0,38948.0,10.46333160356147,1.0,0,0,0.0,0,0,1,2,1,0.2857142857142857,0.2902534499194502,0.2,131,0.0,0,0.3225806451612903,-0.7884573603642702,1,1
challenger_000956,post_001403,dyad_005337,0,1,1,1,1.0,0.174863387978142,1.0,132,3,2,3,topic_004,29927.0,842.0,10.460601167786884,0.0,0,0,0.0,0,0,1,1,2,0.5384615384615384,-0.5842960036896659,0.1,132,24.0,0,0.5069444444444444,0.1431008436406732,2,1
challenger_000957,post_001157,dyad_005338,0,1,1,1,0.0,0.9428571428571428,1.0,99,2,2,2,topic_005,4996.0,1779.0,10.460589665011009,0.0,0,1,33.0,1,0,1,3,1,0.4444444444444444,2.0562433021888897,0.1,99,0.0,0,0.5,-0.2006706954621512,1,1
challenger_000957,post_001487,dyad_005339,1,1,1,1,0.0,0.7857142857142857,1.0,152,2,2,2,topic_005,4996.0,1779.0,10.460589665011009,0.0,0,1,33.0,1,0,1,1,2,0.3333333333333333,1.5159499882293928,0.1,152,32.0,0,0.3173652694610778,-0.587786664902119,1,1
challenger_000958,post_001248,dyad_005340,0,0,7,3,1.0,0.4069767441860465,158.0,174,1,2,1,topic_004,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,2,4,2,0.25,0.2137631427456154,15.8,174,26.0,1,0.3333333333333333,-0.9555114450274363,1,1
challenger_000958,post_001332,dyad_005341,0,0,7,3,1.0,0.2177419354838709,158.0,291,4,4,4,topic_002,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,3,3,1,0.9285714285714286,-0.4368696875919567,15.8,291,0.0,0,0.9619771863117872,2.19722457733622,2,2
challenger_000958,post_000523,dyad_005342,0,0,7,3,1.0,0.5714285714285714,158.0,646,1,1,1,topic_004,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,4,4,3,0.2,0.7791863782846239,15.8,646,40.0,1,0.248695652173913,-1.3156767939059373,1,1
challenger_000958,post_001233,dyad_005343,0,0,7,3,1.0,0.0458015267175572,158.0,143,2,2,2,topic_002,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,1,1,4,0.3846153846153846,-1.028040390129516,15.8,143,2865.0,0,0.4248366013071895,-0.4353180712578456,1,1
challenger_000958,post_001112,dyad_005344,0,0,7,3,1.0,0.7241379310344828,158.0,98,1,1,1,topic_005,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,1,3,1,0.1428571428571428,1.304236307210781,15.8,98,0.0,0,0.1217391304347826,-1.466337068793427,1,1
challenger_000958,post_001187,dyad_005345,0,0,7,3,1.0,0.4,158.0,370,4,4,4,topic_004,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,3,2,1,0.9333333333333332,0.1897754903288091,15.8,370,0.0,0,0.977491961414791,2.268683541318364,2,2
challenger_000958,post_000877,dyad_005346,0,0,7,3,1.0,0.1121495327102803,158.0,372,3,3,4,topic_003,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,3,2,3,0.7142857142857143,-0.7999206735596157,15.8,372,40.0,0,0.7701863354037267,0.8690378470236096,2,2
challenger_000958,post_000699,dyad_005347,0,0,7,3,1.0,0.2972972972972973,158.0,122,4,4,4,topic_005,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,1,2,1,0.8571428571428571,-0.1633400416447196,15.8,122,0.0,0,0.9222222222222224,1.466337068793427,2,2
challenger_000958,post_000102,dyad_005348,0,0,7,3,1.0,0.0238095238095238,158.0,121,3,3,3,topic_002,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,1,1,1,0.6363636363636364,-1.1036539582408962,15.8,121,0.0,0,0.704,0.5108256237659907,2,2
challenger_000958,post_001545,dyad_005349,1,0,7,3,1.0,0.0588235294117647,158.0,169,1,1,1,topic_005,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,2,4,1,0.2727272727272727,-0.983267747465607,15.8,169,0.0,0,0.2613636363636363,-0.8873031950009026,1,1
challenger_000958,post_000111,dyad_005350,0,0,7,3,1.0,0.0384615384615384,158.0,239,1,2,1,topic_004,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,2,1,1,0.2142857142857142,-1.0532769592703135,15.8,239,0.0,0,0.331858407079646,-1.1895840668738362,1,1
challenger_000958,post_000132,dyad_005351,1,0,7,3,1.0,0.21875,158.0,321,3,3,3,topic_003,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,3,1,1,0.6666666666666666,-0.4334037297494745,15.8,321,0.0,0,0.611353711790393,0.6466271649250525,2,2
challenger_000958,post_000140,dyad_005352,0,0,7,3,1.0,0.5478260869565217,158.0,341,3,3,3,topic_003,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,3,1,1,0.5238095238095238,0.6980356038559247,15.8,341,0.0,0,0.5524475524475524,0.0909717782057265,2,2
challenger_000958,post_000033,dyad_005353,0,0,7,3,1.0,0.0128205128205128,158.0,126,3,2,3,topic_004,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,1,1,2,0.6666666666666666,-1.141436707468833,15.8,126,24.0,0,0.3866666666666666,0.5877866649021192,2,1
challenger_000958,post_000561,dyad_005354,0,0,7,3,1.0,0.2541436464088398,158.0,211,1,1,1,topic_001,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,2,2,1,0.25,-0.3117122264954755,15.8,211,0.0,0,0.2763157894736842,-0.9985288301111274,1,1
challenger_000958,post_000016,dyad_005355,0,0,7,3,1.0,0.5185185185185185,158.0,1083,1,1,1,topic_002,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,4,1,2,0.0,0.5972694375575205,15.8,1083,21.0,0,0.0,-3.9318256327243257,1,1
challenger_000958,post_000826,dyad_005356,0,0,7,3,1.0,0.35,158.0,88,1,1,1,topic_004,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,1,2,1,0.0,0.0178639813416962,15.8,88,0.0,0,0.0,-2.3978952727983707,1,1
challenger_000958,post_001023,dyad_005357,0,0,7,3,1.0,0.1142857142857142,158.0,293,3,2,3,topic_004,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,3,1,4,0.6153846153846154,-0.7925759895975495,15.8,293,2865.0,0,0.5235109717868338,0.4353180712578454,2,1
challenger_000958,post_000441,dyad_005358,0,0,7,3,1.0,0.9615384615384616,158.0,171,4,4,4,topic_003,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,2,4,3,1.0,2.120473975876383,15.8,171,42.0,3,1.0,3.044522437723424,2,2
challenger_000958,post_001197,dyad_005359,0,0,7,3,1.0,0.1153846153846153,158.0,161,2,2,2,topic_003,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,1,3,1,0.3636363636363636,-0.7887977146747558,15.8,161,0.0,0,0.3485714285714286,-0.5108256237659907,1,1
challenger_000958,post_001208,dyad_005360,0,0,7,3,1.0,0.0294117647058823,158.0,212,1,1,1,topic_002,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,2,1,1,0.0,-1.08439216451685,15.8,212,0.0,0,0.0,-1.0986122886681098,1,1
challenger_000958,post_001288,dyad_005361,0,0,7,3,1.0,0.11,158.0,623,3,3,3,topic_004,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,4,4,3,0.6111111111111112,-0.8073112617964446,15.8,623,41.0,3,0.5703324808184144,0.4274440148269395,2,2
challenger_000958,post_000492,dyad_005362,0,0,7,3,1.0,0.4269662921348314,158.0,383,1,1,1,topic_004,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,3,2,1,0.1538461538461538,0.2824918097825325,15.8,383,0.0,0,0.1379310344827586,-1.5260563034950492,1,1
challenger_000958,post_001447,dyad_005363,0,0,7,3,1.0,0.3709677419354839,158.0,170,4,4,4,topic_004,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,2,1,2,0.9090909090909092,0.0899559044653242,15.8,170,32.0,0,0.9392265193370166,1.9459101490553128,2,2
challenger_000958,post_000695,dyad_005364,0,0,7,3,1.0,0.18,158.0,536,1,1,1,topic_003,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,4,2,1,0.2222222222222222,-0.5666351492144869,15.8,536,0.0,0,0.28,-1.0986122886681098,1,1
challenger_000958,post_001020,dyad_005365,0,0,7,3,1.0,0.0979020979020979,158.0,147,3,3,3,topic_005,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,1,3,1,0.6,-0.8489066339010187,15.8,147,0.0,0,0.5963855421686747,0.3677247801253175,2,2
challenger_000958,post_001089,dyad_005366,0,0,7,3,1.0,0.6,158.0,154,4,4,4,topic_003,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,1,3,2,1.0,0.8774215262772598,15.8,154,21.0,0,1.0,2.564949357461537,2,2
challenger_000958,post_000560,dyad_005367,0,0,7,3,1.0,0.0042553191489361,158.0,345,1,1,1,topic_002,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,3,4,3,0.1875,-1.1708858148457852,15.8,345,43.0,3,0.173076923076923,-1.349926716949016,1,1
challenger_000958,post_000478,dyad_005368,1,0,7,3,1.0,0.1126760563380281,158.0,745,1,1,1,topic_005,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,4,4,3,0.25,-0.7981103641323458,15.8,745,43.0,4,0.1441441441441441,-1.0459685551826876,1,1
challenger_000958,post_001347,dyad_005369,0,0,7,3,1.0,0.5777777777777777,158.0,398,4,4,4,topic_004,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,4,4,3,0.9411764705882352,0.8010164111718763,15.8,399,43.0,14,0.8901098901098901,2.3978952727983702,2,2
challenger_000958,post_000152,dyad_005370,0,0,7,3,1.0,0.1333333333333333,158.0,647,3,3,4,topic_003,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,4,1,1,0.7777777777777778,-0.7270858909357921,15.8,647,0.0,0,0.7864321608040201,1.196250758232026,2,2
challenger_000958,post_000863,dyad_005371,0,0,7,3,1.0,0.1891891891891892,158.0,115,1,1,2,topic_003,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,1,2,1,0.2857142857142857,-0.5350406016168553,15.8,115,0.0,0,0.2782608695652174,-0.7884573603642702,1,1
challenger_000958,post_000725,dyad_005372,0,0,7,3,1.0,0.4,158.0,129,3,3,4,topic_003,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,1,2,1,0.7777777777777778,0.1897754903288091,15.8,129,0.0,0,0.7578125,1.0986122886681098,2,2
challenger_000958,post_000464,dyad_005373,0,0,7,3,1.0,0.2597402597402597,158.0,698,1,1,1,topic_004,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,4,2,1,0.2222222222222222,-0.2924697816350396,15.8,698,0.0,0,0.1864111498257839,-1.209837923778334,1,1
challenger_000958,post_000815,dyad_005374,0,0,7,3,1.0,0.53125,158.0,255,3,3,3,topic_003,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,3,2,1,0.5333333333333333,0.6410432014199798,15.8,255,0.0,0,0.5930232558139535,0.125163142954006,2,2
challenger_000958,post_000401,dyad_005375,0,0,7,3,1.0,0.1913043478260869,158.0,208,3,4,4,topic_003,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,2,1,2,0.7647058823529411,-0.5277681993565311,15.8,208,34.0,0,0.8248847926267281,1.0986122886681098,2,2
challenger_000958,post_000933,dyad_005376,0,0,7,3,1.0,0.1260504201680672,158.0,169,1,1,1,topic_004,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,2,2,1,0.1666666666666666,-0.7521262227770522,15.8,169,0.0,0,0.2960526315789473,-1.2992829841302609,1,1
challenger_000958,post_000604,dyad_005377,1,0,7,3,1.0,0.1351351351351351,158.0,258,3,3,3,topic_002,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,3,2,4,0.625,-0.7208908816029233,15.8,258,49.0,0,0.6964285714285714,0.4519851237430575,2,2
challenger_000958,post_001240,dyad_005378,0,0,7,3,1.0,0.4166666666666667,158.0,617,3,3,3,topic_006,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,4,3,1,0.6666666666666666,0.2470793266578466,15.8,617,0.0,0,0.5903890160183066,0.6592456288842639,2,2
challenger_000958,post_000611,dyad_005379,0,0,7,3,1.0,0.1884057971014492,158.0,139,3,3,3,topic_003,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,1,4,2,0.6,-0.5377340839354943,15.8,139,28.0,1,0.6776315789473685,0.336472236621213,2,2
challenger_000958,post_000651,dyad_005380,0,0,7,3,1.0,0.4054054054054054,158.0,154,4,4,4,topic_004,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,1,1,4,1.0,0.2083605183274157,15.8,154,2865.0,0,1.0,1.9459101490553128,2,2
challenger_000958,post_000762,dyad_005381,0,0,7,3,1.0,0.1666666666666666,158.0,320,4,4,4,topic_005,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,3,2,4,0.8666666666666667,-0.6124782182777171,15.8,320,50.0,0,0.9060150375939848,1.6863989535702288,2,2
challenger_000958,post_000595,dyad_005382,0,0,7,3,1.0,0.9411764705882352,158.0,548,1,2,1,topic_005,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,4,2,1,0.2777777777777778,2.0504647640716755,15.8,548,0.0,0,0.3403755868544601,-0.8979415932059585,1,1
challenger_000958,post_000180,dyad_005383,0,0,7,3,1.0,0.5510204081632653,158.0,112,1,1,1,topic_004,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,1,1,1,0.2,0.7090184154327411,15.8,112,0.0,0,0.2204724409448819,-1.2237754316221157,1,1
challenger_000958,post_000242,dyad_005384,0,0,7,3,1.0,0.1818181818181818,158.0,487,1,1,1,topic_002,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,4,1,1,0.125,-0.5603838216149556,15.8,487,0.0,0,0.1827956989247312,-1.7578579175523736,1,1
challenger_000958,post_000009,dyad_005385,0,0,7,3,1.0,0.580952380952381,158.0,187,3,3,3,topic_002,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,2,1,1,0.5555555555555556,0.8119314276155027,15.8,187,0.0,0,0.7021276595744681,0.2006706954621514,2,2
challenger_000958,post_000370,dyad_005386,0,0,7,3,1.0,0.073170731707317,158.0,503,3,3,3,topic_003,68459.0,1527.0,10.457905176963756,0.0,0,344,155.04360465116278,158,50,4,1,2,0.6842105263157895,-0.9339387635381718,15.8,487,21.0,0,0.6773333333333333,0.7308875085427926,2,2
challenger_000959,post_001242,dyad_005387,0,0,4,2,1.0,0.2130434782608695,37.0,217,1,1,1,topic_002,8313.0,148.0,10.452724301358511,0.0,0,57,138.3684210526316,37,53,2,3,1,0.1428571428571428,-0.4530240650143082,3.7,217,0.0,0,0.234375,-1.466337068793427,1,1
challenger_000959,post_001546,dyad_005388,0,0,4,2,1.0,0.0526315789473684,37.0,179,3,3,3,topic_003,8313.0,148.0,10.452724301358511,0.0,0,57,138.3684210526316,37,53,2,3,1,0.7142857142857143,-1.0045570984237635,3.7,179,0.0,0,0.6,0.8472978603872034,2,2
challenger_000959,post_000959,dyad_005389,0,0,4,2,1.0,0.2628865979381443,37.0,311,1,1,1,topic_002,8313.0,148.0,10.452724301358511,0.0,0,57,138.3684210526316,37,53,3,3,4,0.1428571428571428,-0.281651946687397,3.7,311,54.0,0,0.0833333333333333,-1.466337068793427,1,1
challenger_000959,post_001547,dyad_005390,0,0,4,2,1.0,0.7674418604651163,37.0,123,2,1,2,topic_002,8313.0,148.0,10.452724301358511,0.0,0,57,138.3684210526316,37,53,1,4,1,0.3333333333333333,1.453125184280614,3.7,123,0.0,0,0.1538461538461538,-0.5108256237659907,1,1
challenger_000959,post_001039,dyad_005391,1,0,4,2,1.0,0.3181818181818182,37.0,410,2,2,2,topic_007,8313.0,148.0,10.452724301358511,0.0,0,57,138.3684210526316,37,53,4,3,1,0.4117647058823529,-0.0915342516501026,3.7,410,0.0,0,0.4350132625994695,-0.3364722366212127,1,1
challenger_000959,post_000495,dyad_005392,0,0,4,2,1.0,0.0025366403607666,37.0,406,3,3,3,topic_005,8313.0,148.0,10.452724301358511,0.0,0,57,138.3684210526316,37,53,4,2,1,0.6666666666666666,-1.1767950281245525,3.7,406,12.0,0,0.6363636363636364,0.6359887667199968,2,2
challenger_000959,post_001252,dyad_005393,0,0,4,2,1.0,0.1132075471698113,37.0,616,2,2,2,topic_002,8313.0,148.0,10.452724301358511,0.0,0,57,138.3684210526316,37,53,4,2,1,0.3333333333333333,-0.7962829763142526,3.7,616,0.0,0,0.3716814159292035,-0.587786664902119,1,1
challenger_000959,post_001131,dyad_005394,0,0,4,2,1.0,0.4838709677419355,37.0,251,3,3,3,topic_006,8313.0,148.0,10.452724301358511,0.0,0,57,138.3684210526316,37,53,2,3,3,0.5714285714285714,0.4781431828233207,3.7,251,41.0,0,0.5575757575757576,0.2682639865946793,2,2
challenger_000959,post_000148,dyad_005395,0,0,4,2,1.0,0.2272727272727272,37.0,1059,1,1,1,topic_006,8313.0,148.0,10.452724301358511,0.0,0,57,138.3684210526316,37,53,4,1,1,0.0888888888888888,-0.4041006316266714,3.7,1059,0.0,0,0.0416666666666666,-2.2216160304603787,1,1
challenger_000959,post_000435,dyad_005396,0,0,4,2,1.0,0.2162162162162162,37.0,482,2,1,2,topic_004,8313.0,148.0,10.452724301358511,0.0,0,57,138.3684210526316,37,53,4,1,1,0.3214285714285714,-0.4421154616238215,3.7,482,0.0,0,0.2809523809523809,-0.719122666963206,1,1
challenger_000959,post_001080,dyad_005397,0,0,4,2,1.0,0.0535714285714285,37.0,173,2,2,2,topic_002,8313.0,148.0,10.452724301358511,0.0,0,57,138.3684210526316,37,53,2,2,1,0.4,-1.0013256790819007,3.7,173,0.0,0,0.3915662650602409,-0.3677247801253172,1,1
challenger_000959,post_000608,dyad_005398,1,0,4,2,1.0,0.5691056910569106,37.0,531,3,3,3,topic_007,8313.0,148.0,10.452724301358511,0.0,0,57,138.3684210526316,37,53,4,2,1,0.5555555555555556,0.7711997808868487,3.7,531,0.0,0,0.5970149253731343,0.2006706954621514,2,2
challenger_000959,post_001117,dyad_005399,0,0,4,2,1.0,0.5785714285714286,37.0,219,2,2,2,topic_004,8313.0,148.0,10.452724301358511,0.0,0,57,138.3684210526316,37,53,2,2,1,0.375,0.8037451652827832,3.7,219,15.0,0,0.4852941176470588,-0.4519851237430572,1,1
challenger_000959,post_000240,dyad_005400,0,0,4,2,1.0,0.0952380952380952,37.0,507,3,2,3,topic_006,8313.0,148.0,10.452724301358511,0.0,0,57,138.3684210526316,37,53,4,4,4,0.5217391304347826,-0.8580660882593065,3.7,507,49.0,1,0.3579676674364896,0.0833816089390512,2,1
challenger_000959,post_000362,dyad_005401,1,0,4,2,1.0,0.0769230769230769,37.0,424,2,2,2,topic_005,8313.0,148.0,10.452724301358511,0.0,0,57,138.3684210526316,37,53,4,4,4,0.3214285714285714,-0.9210373369725344,3.7,424,53.0,20,0.3222453222453222,-0.719122666963206,1,1
challenger_000959,post_000758,dyad_005402,1,0,4,2,1.0,0.1475409836065573,37.0,340,1,1,1,topic_006,8313.0,148.0,10.452724301358511,0.0,0,57,138.3684210526316,37,53,3,4,4,0.0,-0.6782367189831702,3.7,340,235.0,1,0.0,-3.295836866004329,1,1
challenger_000960,post_000578,dyad_005403,0,1,1,1,1.0,0.1395348837209302,6.0,104,2,2,2,topic_002,330591.0,49453.0,10.446686484794515,1.0,0,42,183.45238095238096,6,49,1,2,4,0.4285714285714285,-0.7057635332319642,0.6,104,48.0,0,0.38,-0.251314428280906,1,1
challenger_000960,post_000142,dyad_005404,0,1,1,1,1.0,0.0769230769230769,6.0,342,3,3,4,topic_004,330591.0,49453.0,10.446686484794515,1.0,0,42,183.45238095238096,6,49,3,1,2,0.75,-0.9210373369725344,0.6,342,35.0,0,0.6740088105726872,1.0216512475319817,2,2
challenger_000960,post_001447,dyad_005405,0,1,1,1,1.0,0.8225806451612904,6.0,170,4,4,4,topic_004,330591.0,49453.0,10.446686484794515,1.0,0,42,183.45238095238096,6,49,2,1,2,0.9090909090909092,1.6427050178973102,0.6,170,32.0,0,0.9392265193370166,1.9459101490553128,2,2
challenger_000960,post_000484,dyad_005406,1,1,1,1,1.0,0.037037037037037,6.0,197,3,3,3,topic_004,330591.0,49453.0,10.446686484794515,1.0,0,42,183.45238095238096,6,49,2,1,2,0.5454545454545454,-1.0581747230591203,0.6,197,32.0,0,0.5673076923076923,0.167054084663166,2,2
challenger_000960,post_000949,dyad_005407,0,1,1,1,1.0,0.0285714285714285,6.0,241,2,3,2,topic_004,330591.0,49453.0,10.446686484794515,1.0,0,42,183.45238095238096,6,49,2,4,3,0.4444444444444444,-1.0872814335754568,0.6,241,47.0,3,0.5443037974683544,-0.2006706954621512,1,2
